Date,Adj Close,Close,High,Low,Open,Volume
2010-03-25,55.18680191040039,88.69999694824219,89.23999786376953,88.37000274658203,89.12999725341797,8268400
2010-03-26,55.34232711791992,88.94999694824219,89.12000274658203,88.48999786376953,88.54000091552734,4110700
2010-03-29,55.13080978393555,88.61000061035156,88.8499984741211,88.30999755859375,88.77999877929688,3245100
2010-03-30,55.30500411987305,88.88999938964844,88.94999694824219,88.2699966430664,88.5199966430664,3254600
2010-03-31,55.684539794921875,89.5,89.5199966430664,88.94999694824219,89.22000122070312,4263900
2010-04-01,55.54840087890625,88.94999694824219,89.02999877929688,88.43000030517578,88.7699966430664,2912400
2010-04-05,54.62417221069336,87.47000122070312,88.13999938964844,87.41000366210938,87.9800033569336,5652000
2010-04-06,54.71158218383789,87.61000061035156,87.8499984741211,87.3499984741211,87.80000305175781,3584600
2010-04-07,55.41102600097656,88.7300033569336,88.91999816894531,87.30000305175781,87.44999694824219,6389900
2010-04-08,55.43600845336914,88.7699966430664,89.12999725341797,88.4800033569336,88.88999938964844,3797600
2010-04-09,55.56715774536133,88.9800033569336,89.05999755859375,88.41000366210938,88.61000061035156,2311300
2010-04-12,55.86064910888672,89.44999694824219,89.55999755859375,89.08999633789062,89.16999816894531,2939600
2010-04-13,56.041786193847656,89.73999786376953,89.94999694824219,89.5199966430664,89.88999938964844,3090900
2010-04-14,55.6483268737793,89.11000061035156,89.87000274658203,89.11000061035156,89.76000213623047,3570100
2010-04-15,55.71075439453125,89.20999908447266,89.5,88.68000030517578,88.8499984741211,3698000
2010-04-16,56.11669158935547,89.86000061035156,89.98999786376953,89.23999786376953,89.4000015258789,8303900
2010-04-19,55.97929000854492,89.63999938964844,90.02999877929688,89.5199966430664,89.87000274658203,3211500
2010-04-20,56.17909622192383,89.95999908447266,89.98999786376953,89.63999938964844,89.8499984741211,2285000
2010-04-21,56.6412467956543,90.69999694824219,90.83000183105469,90.26000213623047,90.2699966430664,4162200
2010-04-22,56.472652435302734,90.43000030517578,91.08999633789062,90.33000183105469,90.9000015258789,2841400
2010-04-23,56.2728271484375,90.11000061035156,90.36000061035156,89.87000274658203,90.20999908447266,4776000
2010-04-26,56.335235595703125,90.20999908447266,90.6500015258789,89.94000244140625,90.51000213623047,4753900
2010-04-27,57.12837219238281,91.4800033569336,91.91999816894531,90.69999694824219,90.8499984741211,13199200
2010-04-28,56.6412467956543,90.69999694824219,91.3499984741211,90.4800033569336,91.12999725341797,8379500
2010-04-29,56.878578186035156,91.08000183105469,91.22000122070312,90.5199966430664,90.86000061035156,4067200
2010-04-30,57.534263610839844,92.12999725341797,92.16999816894531,91.11000061035156,91.27999877929688,6924800
2010-05-03,57.45907974243164,91.69000244140625,92.0199966430664,91.27999877929688,91.41999816894531,4211800
2010-05-04,58.49305725097656,93.33999633789062,93.47000122070312,92.55999755859375,92.80999755859375,11054800
2010-05-05,58.83772659301758,93.88999938964844,94.8499984741211,93.3499984741211,94.05999755859375,12219100
2010-05-06,60.65510177612305,96.79000091552734,100.0,93.77999877929688,94.16000366210938,19578200
2010-05-07,59.896846771240234,95.58000183105469,98.08999633789062,95.2699966430664,95.87999725341797,18740600
2010-05-10,58.65599822998047,93.5999984741211,93.94000244140625,93.08999633789062,93.16000366210938,10240100
2010-05-11,58.50560760498047,93.36000061035156,94.0199966430664,92.98999786376953,93.9800033569336,7729100
2010-05-12,58.06071472167969,92.6500015258789,93.26000213623047,92.61000061035156,93.13999938964844,5530800
2010-05-13,58.442955017089844,93.26000213623047,93.55000305175781,92.19999694824219,93.26000213623047,6849700
2010-05-14,59.45813751220703,94.87999725341797,95.5,94.08999633789062,94.12000274658203,9796500
2010-05-17,59.23882293701172,94.52999877929688,95.70999908447266,94.47000122070312,94.72000122070312,6302200
2010-05-18,60.1474494934082,95.9800033569336,96.16999816894531,94.7699966430664,94.9000015258789,9904100
2010-05-19,60.34800338745117,96.30000305175781,96.94999694824219,95.93000030517578,95.94000244140625,14121200
2010-05-20,61.62013244628906,98.33000183105469,98.56999969482422,97.52999877929688,97.91000366210938,17666900
2010-05-21,61.68282699584961,98.43000030517578,99.75,97.86000061035156,99.61000061035156,18670600
2010-05-24,61.46977615356445,98.08999633789062,98.87000274658203,97.9000015258789,98.73999786376953,7721100
2010-05-25,61.770545959472656,98.56999969482422,99.88999938964844,98.4000015258789,99.6500015258789,12952700
2010-05-26,61.5950927734375,98.29000091552734,98.4000015258789,97.4000015258789,98.22000122070312,12644800
2010-05-27,60.1976203918457,96.05999755859375,96.98999786376953,95.87999725341797,96.83000183105469,7653200
2010-05-28,60.4733772277832,96.5,96.77999877929688,96.0199966430664,96.48999786376953,5805500
2010-06-01,60.89838790893555,96.8499984741211,97.29000091552734,96.25,97.2300033569336,5536200
2010-06-02,60.31983947753906,95.93000030517578,97.19000244140625,95.81999969482422,96.98999786376953,5656400
2010-06-03,59.879783630371094,95.2300033569336,95.91000366210938,95.0999984741211,95.20999908447266,8499500
2010-06-04,61.48948287963867,97.79000091552734,97.94999694824219,96.69999694824219,96.94000244140625,7479600
2010-06-07,61.961021423339844,98.54000091552734,98.58999633789062,97.33000183105469,97.5199966430664,5288200
2010-06-08,61.6529655456543,98.05000305175781,98.51000213623047,97.76000213623047,97.93000030517578,5510800
2010-06-09,61.58380889892578,97.94000244140625,98.12000274658203,97.20999908447266,97.5999984741211,5598000
2010-06-10,60.48339080810547,96.19000244140625,97.29000091552734,96.08999633789062,97.19999694824219,6075100
2010-06-11,61.250526428222656,97.41000366210938,97.80999755859375,96.61000061035156,97.08999633789062,6266700
2010-06-14,60.93614959716797,96.91000366210938,97.04000091552734,96.22000122070312,96.31999969482422,5310400
2010-06-15,60.68455505371094,96.51000213623047,97.25,96.05000305175781,97.11000061035156,4920100
2010-06-16,61.030494689941406,97.05999755859375,97.22000122070312,96.38999938964844,97.19000244140625,4011100
2010-06-17,61.527225494384766,97.8499984741211,98.2300033569336,97.06999969482422,97.1500015258789,5650900
2010-06-18,61.42659378051758,97.69000244140625,98.11000061035156,97.56999969482422,97.88999938964844,4171700
2010-06-21,61.250526428222656,97.41000366210938,97.55000305175781,96.41000366210938,96.45999908447266,5740900
2010-06-22,61.97992706298828,98.56999969482422,98.5999984741211,97.41999816894531,97.68000030517578,5658900
2010-06-23,62.40123748779297,99.23999786376953,99.56999969482422,98.56999969482422,98.61000061035156,9137800
2010-06-24,62.030235290527344,98.6500015258789,99.58999633789062,98.3499984741211,99.3499984741211,6184600
2010-06-25,62.28177261352539,99.05000305175781,99.33000183105469,98.16000366210938,98.31999969482422,5148300
2010-06-28,62.866539001464844,99.9800033569336,100.0,99.41999816894531,99.5999984741211,5436000
2010-06-29,63.551902770996094,101.06999969482422,101.12999725341797,100.16000366210938,100.31999969482422,7334200
2010-06-30,63.979496002197266,101.75,101.79000091552734,100.80000305175781,101.41000366210938,7205700
2010-07-01,64.08037567138672,101.5999984741211,102.66000366210938,101.37999725341797,101.56999969482422,12893400
2010-07-02,63.56950759887695,100.79000091552734,101.44000244140625,100.16000366210938,101.11000061035156,6297600
2010-07-06,64.09298706054688,101.62000274658203,101.75,100.73999786376953,100.83000183105469,6620400
2010-07-07,63.34246063232422,100.43000030517578,101.51000213623047,100.33999633789062,101.45999908447266,5727800
2010-07-08,62.93881607055664,99.79000091552734,100.16000366210938,99.55000305175781,99.81999969482422,6260600
2010-07-09,62.57929611206055,99.22000122070312,99.63999938964844,99.18000030517578,99.4000015258789,4286000
2010-07-12,62.554080963134766,99.18000030517578,99.83999633789062,99.04000091552734,99.33000183105469,4062100
2010-07-13,62.01800537109375,98.33000183105469,98.88999938964844,98.18000030517578,98.8499984741211,5842500
2010-07-14,62.6423454284668,99.31999969482422,99.48999786376953,98.38999938964844,98.72000122070312,5417300
2010-07-15,63.26673889160156,100.30999755859375,100.58999633789062,99.69999694824219,99.73999786376953,6996100
2010-07-16,63.57584762573242,100.80000305175781,101.12999725341797,100.2699966430664,100.30999755859375,7512400
2010-07-19,63.18478012084961,100.18000030517578,100.75,99.9800033569336,100.55999755859375,4305800
2010-07-20,63.27935791015625,100.33000183105469,100.9000015258789,100.18000030517578,100.66999816894531,5076600
2010-07-21,64.35162353515625,102.02999877929688,102.27999877929688,100.41000366210938,100.44999694824219,7894200
2010-07-22,63.60737609863281,100.8499984741211,101.5199966430664,100.81999969482422,101.51000213623047,5759700
2010-07-23,62.93251037597656,99.77999877929688,100.97000122070312,99.69000244140625,100.80000305175781,6259100
2010-07-26,62.82525634765625,99.61000061035156,99.80999755859375,99.0,99.62999725341797,4856400
2010-07-27,62.2198371887207,98.6500015258789,99.18000030517578,98.56999969482422,98.77999877929688,5328000
2010-07-28,62.42158126831055,98.97000122070312,99.19000244140625,98.2699966430664,98.48999786376953,5507200
2010-07-29,62.4027099609375,98.94000244140625,99.0199966430664,97.91999816894531,98.0999984741211,6305500
2010-07-30,63.37403869628906,100.4800033569336,100.61000061035156,99.8499984741211,100.19999694824219,7683200
2010-08-02,62.48432922363281,98.75,99.33000183105469,98.75,99.23999786376953,5769200
2010-08-03,62.84500503540039,99.31999969482422,99.66000366210938,98.93000030517578,99.19999694824219,4363500
2010-08-04,62.36411666870117,98.55999755859375,99.51000213623047,98.55999755859375,99.5,3820400
2010-08-05,62.655181884765625,99.0199966430664,99.48999786376953,98.83999633789062,99.33999633789062,3704200
2010-08-06,63.33859634399414,100.0999984741211,100.20999908447266,99.48999786376953,99.79000091552734,6042400
2010-08-09,63.104461669921875,99.7300033569336,99.9800033569336,99.61000061035156,99.73999786376953,2578500
2010-08-10,63.23728942871094,99.94000244140625,101.01000213623047,99.47000122070312,100.05999755859375,11251000
2010-08-11,64.0852279663086,101.27999877929688,101.38999938964844,100.30999755859375,100.30999755859375,6778300
2010-08-12,63.92702102661133,101.02999877929688,101.94000244140625,100.87000274658203,101.58000183105469,7590100
2010-08-13,64.72429656982422,102.29000091552734,102.44999694824219,101.4800033569336,101.62000274658203,7843600
2010-08-16,66.34412384033203,104.8499984741211,104.88999938964844,104.06999969482422,104.20999908447266,7976200
2010-08-17,65.9645004272461,104.25,104.86000061035156,104.0,104.8499984741211,6756800
2010-08-18,66.14164733886719,104.52999877929688,105.6500015258789,104.48999786376953,105.0,7721600
2010-08-19,67.1729965209961,106.16000366210938,106.61000061035156,104.63999938964844,104.79000091552734,13128500
2010-08-20,67.09711456298828,106.04000091552734,106.83000183105469,105.83999633789062,106.41000366210938,7040300
2010-08-23,67.10977935791016,106.05999755859375,106.19000244140625,105.25,105.6500015258789,6360100
2010-08-24,68.18548583984375,107.76000213623047,108.12999725341797,106.66999816894531,107.04000091552734,9812100
2010-08-25,67.9639892578125,107.41000366210938,109.33999633789062,107.06999969482422,108.80000305175781,13299800
2010-08-26,68.60308074951172,108.41999816894531,108.48999786376953,107.29000091552734,107.55999755859375,7039900
2010-08-27,66.66053771972656,105.3499984741211,108.33000183105469,105.19999694824219,107.7699966430664,13514000
2010-08-30,67.93865966796875,107.37000274658203,107.4000015258789,105.81999969482422,106.20999908447266,5535300
2010-08-31,68.69169616699219,108.55999755859375,108.6500015258789,107.62000274658203,108.22000122070312,8397000
2010-09-01,67.27131652832031,106.0,107.05000305175781,105.08999633789062,107.0199966430664,12480700
2010-09-02,66.56055450439453,104.87999725341797,105.30000305175781,104.4000015258789,105.19999694824219,8167600
2010-09-03,65.73551940917969,103.58000183105469,103.94000244140625,102.69999694824219,102.72000122070312,9210700
2010-09-07,67.08092498779297,105.69999694824219,105.77999877929688,104.80999755859375,105.08999633789062,6018400
2010-09-08,66.5478744506836,104.86000061035156,105.20999908447266,104.36000061035156,105.08999633789062,6698400
2010-09-09,65.2341537475586,102.79000091552734,103.83999633789062,102.63999938964844,103.69999694824219,8588900
2010-09-10,64.93587493896484,102.31999969482422,102.69999694824219,101.8499984741211,102.25,6910300
2010-09-13,65.25316619873047,102.81999969482422,103.05000305175781,101.7699966430664,101.80000305175781,7054800
2010-09-14,65.88153839111328,103.80999755859375,103.81999969482422,102.97000122070312,103.02999877929688,5978100
2010-09-15,64.90413665771484,102.2699966430664,103.26000213623047,102.13999938964844,102.75,7919100
2010-09-16,64.2632064819336,101.26000213623047,101.81999969482422,100.8499984741211,101.52999877929688,17116200
2010-09-17,64.52339172363281,101.66999816894531,102.16000366210938,101.31999969482422,101.83000183105469,9203600
2010-09-20,64.89775848388672,102.26000213623047,102.44999694824219,101.69000244140625,102.1500015258789,5277800
2010-09-21,65.79899597167969,103.68000030517578,104.0199966430664,102.26000213623047,102.66999816894531,12664000
2010-09-22,66.38922119140625,104.61000061035156,105.06999969482422,103.8499984741211,104.55000305175781,8229400
2010-09-23,66.57965087890625,104.91000366210938,105.45999908447266,104.23999786376953,105.41000366210938,7412200
2010-09-24,65.68476104736328,103.5,104.11000061035156,103.5,103.95999908447266,8942500
2010-09-27,66.82708740234375,105.30000305175781,105.44999694824219,104.4800033569336,104.52999877929688,7061600
2010-09-28,67.28402709960938,106.0199966430664,106.31999969482422,105.33999633789062,105.37999725341797,8262900
2010-09-29,67.00476837158203,105.58000183105469,106.2699966430664,105.3499984741211,106.16999816894531,5507100
2010-09-30,66.96036529541016,105.51000213623047,105.58999633789062,104.02999877929688,105.4000015258789,10618400
2010-10-01,66.63677978515625,104.61000061035156,105.13999938964844,103.9800033569336,104.2300033569336,9368400
2010-10-04,66.80875396728516,104.87999725341797,104.93000030517578,104.41000366210938,104.62000274658203,4422700
2010-10-05,66.40744018554688,104.25,104.80999755859375,103.93000030517578,104.7300033569336,8491800
2010-10-06,67.24190521240234,105.55999755859375,106.0999984741211,104.86000061035156,104.9000015258789,6476100
2010-10-07,66.68135070800781,104.68000030517578,105.37999725341797,104.66999816894531,105.16999816894531,5780700
2010-10-08,66.38834381103516,104.22000122070312,105.45999908447266,104.22000122070312,104.87000274658203,6128700
2010-10-11,66.40106201171875,104.23999786376953,104.43000030517578,103.94000244140625,104.11000061035156,1474200
2010-10-12,65.74494934082031,103.20999908447266,104.76000213623047,103.18000030517578,104.41000366210938,6122400
2010-10-13,65.64306640625,103.05000305175781,103.12000274658203,102.04000091552734,102.3499984741211,8168400
2010-10-14,64.66206359863281,101.51000213623047,103.6500015258789,101.47000122070312,103.29000091552734,10945000
2010-10-15,63.8721923828125,100.2699966430664,101.05000305175781,99.88999938964844,100.5999984741211,12694700
2010-10-18,64.38812255859375,101.08000183105469,101.44999694824219,100.77999877929688,101.19999694824219,5592200
2010-10-19,64.77674102783203,101.69000244140625,102.08999633789062,100.55000305175781,100.58000183105469,8017500
2010-10-20,64.9168930053711,101.91000366210938,102.27999877929688,101.20999908447266,101.37000274658203,5515800
2010-10-21,64.14607238769531,100.69999694824219,101.91000366210938,100.69000244140625,101.69000244140625,6836100
2010-10-22,64.5792465209961,101.37999725341797,101.47000122070312,100.41000366210938,100.44000244140625,4770700
2010-10-25,64.76400756835938,101.66999816894531,102.29000091552734,101.55000305175781,102.12000274658203,5632300
2010-10-26,63.76390075683594,100.0999984741211,101.05999755859375,100.05000305175781,100.86000061035156,8432000
2010-10-27,63.203330993652344,99.22000122070312,100.16999816894531,99.22000122070312,99.68000030517578,9245200
2010-10-28,63.37535095214844,99.48999786376953,99.83000183105469,99.16000366210938,99.58000183105469,8052600
2010-10-29,63.96772384643555,100.41999816894531,100.45999908447266,99.62000274658203,99.81999969482422,6753800
2010-11-01,63.692283630371094,99.66999816894531,100.80999755859375,99.48999786376953,100.80000305175781,5921000
2010-11-02,64.52945709228516,100.9800033569336,101.08999633789062,100.41999816894531,100.45999908447266,6537400
2010-11-03,63.213035583496094,98.91999816894531,102.2699966430664,98.43000030517578,101.7300033569336,25541800
2010-11-04,63.705108642578125,99.69000244140625,99.87000274658203,99.08000183105469,99.16999816894531,13246500
2010-11-05,62.612342834472656,97.9800033569336,98.80000305175781,97.9800033569336,98.3499984741211,12435000
2010-11-08,62.8935546875,98.41999816894531,98.91999816894531,97.81999969482422,98.58999633789062,6795200
2010-11-09,61.50680160522461,96.25,98.5199966430664,96.19000244140625,98.48999786376953,15061700
2010-11-10,61.589847564697266,96.37999725341797,96.73999786376953,95.0,96.3499984741211,18540400
2010-11-11,61.557926177978516,96.33000183105469,96.62999725341797,96.13999938964844,96.44999694824219,3368100
2010-11-12,61.225669860839844,95.80999755859375,96.73999786376953,95.80999755859375,96.20999908447266,11739500
2010-11-15,59.947608947753906,93.80999755859375,95.72000122070312,93.80999755859375,95.33000183105469,14978700
2010-11-16,61.43651580810547,96.13999938964844,96.25,93.98999786376953,94.91000366210938,19901300
2010-11-17,61.09783935546875,95.61000061035156,96.76000213623047,95.33999633789062,95.80000305175781,9915600
2010-11-18,61.34701156616211,96.0,96.0,94.80000305175781,95.68000030517578,12424800
2010-11-19,61.724090576171875,96.58999633789062,96.58999633789062,95.79000091552734,96.08999633789062,8359500
2010-11-22,61.986045837402344,97.0,97.62000274658203,96.23999786376953,97.37000274658203,10413500
2010-11-23,62.29286193847656,97.4800033569336,97.94999694824219,97.23999786376953,97.66999816894531,9566900
2010-11-24,61.18087387084961,95.73999786376953,96.98999786376953,95.58000183105469,96.80999755859375,11467600
2010-11-26,62.03084182739258,97.06999969482422,97.12000274658203,96.55000305175781,96.72000122070312,4848900
2010-11-29,62.56125259399414,97.9000015258789,97.94999694824219,97.08999633789062,97.55999755859375,8950000
2010-11-30,62.88710403442383,98.41000366210938,99.2699966430664,98.11000061035156,99.20999908447266,11947600
2010-12-01,61.48918151855469,95.88999938964844,97.11000061035156,95.88999938964844,96.6500015258789,15441200
2010-12-02,61.32888412475586,95.63999938964844,96.54000091552734,95.52999877929688,95.95999908447266,9318700
2010-12-03,60.847965240478516,94.88999938964844,96.33000183105469,94.8499984741211,96.27999877929688,10194800
2010-12-06,61.70721435546875,96.2300033569336,96.25,95.30999755859375,95.5199966430664,7001800
2010-12-07,60.386268615722656,94.16999816894531,94.91999816894531,93.16000366210938,94.72000122070312,18533100
2010-12-08,59.802734375,93.26000213623047,93.80000305175781,92.11000061035156,93.72000122070312,19275900
2010-12-09,60.09770965576172,93.72000122070312,94.2699966430664,92.7300033569336,93.5999984741211,17477100
2010-12-10,59.73217010498047,93.1500015258789,93.86000061035156,93.13999938964844,93.29000091552734,7078500
2010-12-13,59.95659255981445,93.5,94.02999877929688,92.55999755859375,93.05000305175781,12399900
2010-12-14,59.08452224731445,92.13999938964844,93.0199966430664,91.44000244140625,92.4000015258789,23516400
2010-12-15,58.315032958984375,90.94000244140625,92.23999786376953,90.47000122070312,92.08000183105469,26084000
2010-12-16,58.719032287597656,91.56999969482422,91.58000183105469,90.56999969482422,91.02999877929688,17939000
2010-12-17,59.789878845214844,93.23999786376953,93.7699966430664,91.86000061035156,91.87999725341797,16849700
2010-12-20,59.72573471069336,93.13999938964844,94.2300033569336,92.63999938964844,93.75,13703500
2010-12-21,60.142547607421875,93.79000091552734,93.79000091552734,92.48999786376953,93.12999725341797,8985100
2010-12-22,59.712955474853516,93.12000274658203,93.55000305175781,92.93000030517578,93.47000122070312,6440900
2010-12-23,59.59112548828125,92.93000030517578,93.2300033569336,92.52999877929688,93.18000030517578,7091800
2010-12-27,60.12335205078125,93.76000213623047,93.87999725341797,92.30000305175781,92.76000213623047,5285900
2010-12-28,58.94589614868164,91.61000061035156,93.06999969482422,91.30999755859375,92.93000030517578,13972100
2010-12-29,59.943180084228516,93.16000366210938,93.5199966430664,91.47000122070312,91.76000213623047,13115400
2010-12-30,59.89810562133789,93.08999633789062,93.27999877929688,92.41000366210938,92.87999725341797,7029900
2010-12-31,60.5609130859375,94.12000274658203,94.69999694824219,93.44000244140625,93.51000213623047,8516000
2011-01-03,60.104068756103516,93.41000366210938,94.30999755859375,92.94999694824219,93.19999694824219,13799400
2011-01-04,60.17485427856445,93.5199966430664,93.7699966430664,92.91000366210938,93.41000366210938,10466900
2011-01-05,58.84937286376953,91.45999908447266,92.69000244140625,91.19000244140625,92.48999786376953,17568000
2011-01-06,59.10669708251953,91.86000061035156,92.12000274658203,91.16000366210938,91.54000091552734,9317500
2011-01-07,59.42201232910156,92.3499984741211,92.62999725341797,91.02999877929688,91.51000213623047,12694600
2011-01-10,59.743709564208984,92.8499984741211,92.98999786376953,92.18000030517578,92.58000183105469,8295200
2011-01-11,59.409149169921875,92.33000183105469,92.5999984741211,91.69000244140625,92.48999786376953,9495400
2011-01-12,58.94589614868164,91.61000061035156,92.16999816894531,91.44999694824219,91.73999786376953,9522900
2011-01-13,59.47348403930664,92.43000030517578,92.7699966430664,91.44999694824219,91.62000274658203,14502400
2011-01-14,59.09381103515625,91.83999633789062,92.9000015258789,91.76000213623047,92.77999877929688,8960700
2011-01-18,58.81718826293945,91.41000366210938,91.70999908447266,90.7300033569336,91.29000091552734,10663600
2011-01-19,59.241790771484375,92.06999969482422,92.06999969482422,91.36000061035156,91.41000366210938,8886900
2011-01-20,58.42466735839844,90.80000305175781,91.61000061035156,90.38999938964844,91.5,14203400
2011-01-21,58.88789749145508,91.5199966430664,91.5199966430664,90.51000213623047,90.69000244140625,9085600
2011-01-24,58.91364669799805,91.55999755859375,91.9000015258789,91.37999725341797,91.87000274658203,7700200
2011-01-25,59.47348403930664,92.43000030517578,92.9000015258789,91.31999969482422,91.94000244140625,13438100
2011-01-26,58.57264709472656,91.02999877929688,92.26000213623047,90.88999938964844,92.22000122070312,13322900
2011-01-27,58.83644104003906,91.44000244140625,91.6500015258789,90.66999816894531,91.06999969482422,10868700
2011-01-28,59.14530563354492,91.91999816894531,92.27999877929688,90.7699966430664,90.80999755859375,11993200
2011-01-31,58.6949348449707,91.22000122070312,91.9800033569336,91.05000305175781,91.66000366210938,8647600
2011-02-01,58.40433120727539,90.44999694824219,90.83999633789062,90.13999938964844,90.55000305175781,11508400
2011-02-02,58.417213439941406,90.47000122070312,91.0,89.9000015258789,90.9000015258789,13624600
2011-02-03,57.93293380737305,89.72000122070312,90.56999969482422,89.70999908447266,89.95999908447266,12785800
2011-02-04,57.345401763916016,88.80999755859375,89.6500015258789,88.7699966430664,89.5,17172200
2011-02-07,57.64242172241211,89.2699966430664,89.30000305175781,88.56999969482422,88.69999694824219,8554800
